Throughput+,Latency-
3345.7,5.5294
3425.4,5.7195
3344.7,5.6994
3785.7,5.1449
4072.2,5.0772
4090.2,5.0329
3851.6,8.0346
3726.6,5.2255
3875.7,5.6994
3858.7,5.2703
3709.8,5.1917
3688.9,5.2892
3757.8,5.4603
3571.4,5.3918
3655.6,5.4408
4005.0,4.9936
3909.1,5.1669
3755.2,5.0013
4257.7,4.6776
4296.8,4.6903
4361.8,4.8357
4146.8,4.7142
4213.1,4.6922
4011.7,4.7038
4099.2,4.7827
4044.7,4.7799
4168.1,4.881
3900.4,5.1089
3922.9,5.1955
3870.9,5.2723
4060.4,4.6608
4134.2,4.6526
4203.9,4.6987
4063.8,7.2747
3964.2,4.7526
4000.5,4.9654
3987.3,4.811
3994.7,4.8628
4087.8,4.8619
2959.4,6.6938
2947.2,6.8108
3000.6,6.8904
3184.7,6.3564
2882.2,6.2956
3135.7,6.3516
3009.9,6.4327
3032.8,6.3747
2950.2,6.4323
2981.9,6.5086
2947.1,6.5052
3081.6,6.3391
3600.4,5.7949
3171.1,5.8898
3539.2,5.6573
3298.7,6.0386
3235.4,5.9911
3320.2,6.0537
3256.7,6.169
3313.9,6.0906
3234.3,6.2077
3092.6,6.3154
3082.9,6.1788
3082.2,6.1445
3512.6,5.6987
3491.9,8.758
3484.0,5.9531
3649.1,5.4912
3653.6,5.4287
3572.2,5.417
3655.5,5.5417
3521.9,5.7447
3526.5,5.5943
3395.8,5.7847
3327.0,5.7758
3506.1,5.7225
3330.8,5.7722
3375.1,6.0006
3323.0,5.9893
3512.2,5.4395
3648.6,5.4186
3627.4,5.4572
3388.6,5.7252
3444.8,5.8065
3343.2,5.6969
3349.0,5.7844
3488.3,5.7968
3199.3,8.4719
1812.1,11.411
1781.2,11.49
1666.2,11.414
1851.5,11.015
1776.2,10.956
1803.3,10.979
1761.1,11.009
1748.6,11.043
1761.5,11.07
1776.1,10.833
1853.1,10.989
1729.5,10.983
1803.8,11.011
1819.5,11.001
1800.4,10.946
1754.5,10.721
1786.2,10.792
1850.0,10.912
1792.6,10.799
1771.8,10.892
1662.2,10.917
1838.8,10.877
1722.8,10.844
1722.9,11.699
1673.9,11.096
1778.8,11.025
1651.5,11.084
1812.5,10.692
1821.2,10.765
1772.3,10.748
1828.4,10.66
1837.8,11.031
1748.9,10.858
1807.3,10.796
1808.8,10.85
1733.8,10.784
1782.1,11.27
1751.8,11.016
1795.8,11.074
1826.5,10.794
1846.8,10.736
1789.1,10.851
1811.1,10.745
1769.7,10.821
1767.9,10.74
1774.1,10.789
1817.0,10.719
1800.1,10.693
197.5,101.57
181.94,100.52
174.76,100.62
204.44,101.12
198.5,100.47
183.53,100.52
197.38,100.54
188.31,100.65
172.56,100.47
181.53,101.55
196.24,100.5
193.0,101.1
187.47,100.6
179.0,100.54
182.88,100.52
185.94,100.49
182.29,100.48
197.62,100.4
177.18,101.09
178.56,100.52
191.31,100.53
211.12,101.09
192.18,100.51
188.5,100.52
172.71,100.59
190.06,100.43
182.71,100.55
186.62,100.63
186.12,153.3
191.0,100.52
199.0,100.95
196.06,100.67
184.19,101.13
175.88,100.54
171.06,100.71
181.88,100.68
195.0,100.57
197.65,101.22
211.31,100.54
203.82,100.92
179.88,101.07
193.06,101.41
194.19,100.24
175.24,100.53
182.0,100.19
195.76,100.52
164.12,101.28
201.25,100.68
9086.7,11.309
8811.5,11.215
9306.6,11.335
11886.0,8.4214
12208.0,8.3948
12078.0,8.5082
11598.0,8.9675
11508.0,9.0342
10764.0,9.9221
10747.0,9.4325
10754.0,9.2795
10576.0,9.7994
10796.0,9.4223
11618.0,9.5084
11260.0,9.5654
13232.0,7.9853
13066.0,9.0089
13513.0,7.7715
12074.0,8.3359
12266.0,8.3452
12545.0,8.4146
10691.0,9.1968
11582.0,8.6787
11698.0,10.006
9232.4,10.982
9009.1,11.194
8964.1,11.161
13260.0,7.6618
12827.0,9.579
13494.0,7.8369
13540.0,8.0656
13519.0,7.825
13699.0,7.8794
12951.0,7.4564
12830.0,7.8115
12855.0,8.731
9442.4,10.631
9113.3,10.992
9324.8,11.073
12625.0,8.4994
13520.0,8.3045
13582.0,9.08
14299.0,7.907
13755.0,8.5256
13591.0,8.2106
13208.0,8.9026
13569.0,8.7592
12519.0,9.7051
8630.2,11.869
8744.0,11.807
8622.8,14.008
12539.0,8.272
12582.0,8.2688
12208.0,8.7481
12075.0,8.6295
11948.0,8.5266
11642.0,9.7487
11232.0,9.0167
11478.0,10.154
10974.0,9.0157
10639.0,10.396
10829.0,9.8081
10534.0,10.148
12802.0,8.135
12341.0,8.0115
12781.0,8.1943
11900.0,8.5226
11824.0,9.386
11728.0,8.3824
11063.0,9.7568
11581.0,9.1237
11108.0,9.9783
8581.1,11.739
9024.0,12.555
9338.5,12.357
12416.0,8.1344
12566.0,8.0767
12765.0,8.3268
12751.0,8.9429
12461.0,8.9942
13284.0,8.2758
12004.0,8.6121
11904.0,8.5375
11916.0,8.669
9442.4,10.988
9274.0,11.501
8784.4,10.812
11863.0,8.7688
12015.0,8.9097
12226.0,8.6542
12255.0,8.6841
11448.0,8.8574
12882.0,8.6797
11603.0,8.6892
11500.0,8.9078
12502.0,9.7277
8033.9,12.625
8122.3,12.434
8156.6,12.956
11474.0,9.0591
11325.0,8.7962
11364.0,8.9627
11200.0,9.2579
11098.0,9.149
10879.0,10.051
10662.0,9.534
10498.0,9.5298
10902.0,9.3961
10230.0,10.198
9970.2,10.413
10102.0,10.782
12481.0,8.2019
11904.0,8.2459
12015.0,9.4949
11974.0,9.8717
11771.0,8.5872
11785.0,9.6342
11422.0,9.1031
11036.0,9.3806
11439.0,9.102
8475.6,12.088
8017.6,12.117
8698.6,13.028
11488.0,8.8931
11971.0,8.7506
11102.0,8.8929
11310.0,8.7552
11614.0,8.7782
11290.0,8.8658
10905.0,8.9316
11417.0,9.0692
10712.0,9.1431
8717.1,11.37
8735.0,11.617
8546.1,12.038
11570.0,8.7924
11375.0,9.2258
11191.0,9.2177
11812.0,9.1573
11232.0,9.4936
11394.0,9.6819
11066.0,10.005
11012.0,9.417
10709.0,9.6064
5964.3,18.788
6091.4,17.192
6027.7,17.464
7597.6,13.388
7632.9,13.349
7538.6,13.502
7585.1,13.401
7716.2,13.276
7512.5,15.344
7139.5,13.53
7210.4,14.087
7086.8,14.151
6757.0,15.053
6743.1,16.725
6790.6,16.664
8413.4,11.763
8407.6,11.927
8248.2,12.2
8030.2,12.179
8321.8,11.913
8351.2,12.193
7716.2,12.247
7922.1,13.308
7975.0,12.346
5807.9,17.256
5929.2,16.334
6039.3,16.693
7336.0,13.635
7172.8,13.692
7513.1,13.7
7966.5,12.653
7174.1,12.983
7784.9,13.092
7160.4,13.665
7362.3,13.743
7365.4,13.637
6058.1,16.455
5938.5,16.251
6107.1,17.871
7293.1,14.083
7527.1,13.819
7233.7,13.804
7778.5,13.904
7710.1,13.792
7602.9,14.348
7616.6,14.95
7335.6,13.324
7237.4,15.064
956.0,101.14
903.06,100.88
878.19,100.73
932.59,100.89
926.82,101.2
912.88,112.1
904.12,100.78
918.65,100.39
923.94,100.7
954.69,100.55
927.94,100.83
941.47,101.3
906.76,100.72
927.65,110.25
903.0,111.22
921.69,101.22
963.62,100.9
993.94,101.07
920.56,101.34
941.47,101.03
937.18,112.8
985.56,101.58
927.38,100.92
945.56,100.64
948.29,100.1
922.0,100.29
896.38,112.39
948.56,100.63
891.19,100.89
891.71,100.54
919.29,99.636
916.5,100.54
900.82,99.949
925.71,101.0
914.06,100.74
918.35,100.4
943.29,100.23
945.12,100.52
960.06,119.01
929.0,109.93
930.24,99.152
942.06,110.2
948.47,98.764
887.65,98.596
895.62,100.84
932.53,100.41
886.12,99.147
904.29,98.501
9149.9,120.25
9322.0,111.63
9029.2,120.11
12376.0,89.0
12015.0,87.489
12675.0,84.245
13757.0,79.122
13669.0,77.813
13000.0,86.103
15199.0,71.096
15001.0,69.527
15036.0,70.55
8051.2,132.39
8333.7,134.75
8328.4,130.98
14085.0,73.065
14193.0,73.835
13954.0,71.676
16810.0,65.039
17251.0,63.288
17394.0,58.673
21658.0,49.909
19990.0,53.99
20302.0,53.029
8530.7,124.3
8397.5,118.77
8037.4,131.27
12212.0,89.609
12501.0,87.581
12145.0,91.652
13252.0,76.981
12713.0,83.93
13117.0,78.834
13403.0,73.699
12873.0,75.626
13450.0,79.929
8200.5,121.51
8425.4,115.62
8520.8,116.83
12871.0,85.062
12677.0,89.475
12570.0,92.724
13227.0,88.285
13657.0,88.642
13543.0,79.706
15066.0,70.458
13929.0,82.49
14318.0,75.42
8957.1,118.26
9168.9,112.23
9002.1,118.21
13008.0,85.4
13593.0,79.113
12068.0,84.045
14203.0,76.439
14631.0,73.489
13395.0,81.28
14933.0,71.058
15432.0,68.169
15115.0,70.434
8599.6,126.27
8325.9,129.4
8185.6,131.93
14337.0,73.867
14667.0,69.573
13626.0,77.249
17878.0,60.602
17609.0,59.594
17755.0,63.241
20514.0,55.708
22059.0,49.377
21161.0,56.16
8640.6,114.99
8482.5,117.99
8625.1,118.07
13446.0,76.493
13178.0,83.58
13087.0,82.415
13596.0,77.449
13295.0,78.682
13664.0,75.72
13682.0,74.442
14441.0,74.897
14043.0,75.714
8835.2,110.66
8856.9,109.53
8643.2,125.27
12480.0,83.458
13236.0,84.443
12850.0,82.038
13910.0,76.766
14124.0,78.504
14169.0,74.479
14892.0,71.85
14937.0,75.264
14380.0,74.841
9265.7,112.11
9346.5,108.16
9000.9,119.16
12821.0,78.327
14109.0,75.554
12858.0,81.794
14524.0,76.45
14411.0,80.33
14643.0,73.933
15994.0,64.588
15352.0,67.05
15168.0,72.333
8122.2,121.74
8521.0,128.17
8410.2,125.33
14415.0,75.491
15219.0,76.698
14310.0,75.643
18658.0,59.748
17635.0,61.849
17674.0,61.292
21565.0,52.223
21352.0,52.066
21688.0,50.396
8822.6,121.2
8443.6,123.62
8619.3,117.75
13553.0,82.262
12454.0,80.868
12446.0,81.787
13554.0,78.273
13659.0,75.746
13887.0,72.259
14358.0,70.889
14202.0,74.225
14271.0,75.084
8436.6,115.94
8716.1,110.85
8639.5,115.35
13350.0,78.361
13079.0,81.517
13198.0,79.352
13602.0,73.666
13955.0,76.556
13875.0,77.118
14267.0,76.236
15747.0,70.311
15640.0,69.748
9115.9,109.6
9395.8,110.38
9043.3,116.93
13820.0,80.154
13138.0,77.247
13787.0,81.861
14436.0,72.385
15508.0,73.736
14638.0,77.496
15608.0,66.569
15259.0,71.367
15945.0,67.393
8624.4,120.24
8651.7,123.16
8627.7,134.91
14558.0,66.595
15426.0,67.209
15298.0,67.252
17656.0,61.74
18907.0,55.058
18575.0,60.76
21563.0,50.19
22829.0,45.261
22207.0,51.913
8476.8,114.62
8477.5,111.84
8829.5,117.66
13661.0,78.554
13082.0,81.377
12996.0,81.667
14825.0,71.633
14107.0,71.127
14830.0,72.388
14991.0,67.503
14945.0,67.506
15737.0,66.309
9057.9,103.14
9105.5,114.96
8649.6,108.4
14008.0,72.553
14262.0,79.749
14028.0,75.397
14758.0,70.796
15261.0,73.653
15281.0,69.949
17348.0,60.871
15917.0,65.319
15974.0,68.183
7323.1,137.15
7602.1,138.14
7511.2,140.3
9130.2,113.51
8942.5,113.52
8755.9,112.77
8981.9,116.77
8750.6,114.22
8624.5,112.34
8875.2,113.05
9090.4,110.19
8643.9,121.0
8096.6,129.51
7955.0,132.73
7745.8,131.22
9187.3,109.86
9176.5,111.8
9113.5,110.72
9181.2,113.32
9028.8,109.88
8956.9,109.85
8716.2,111.49
9232.1,110.51
9390.8,113.99
7631.1,125.66
7585.8,126.07
7319.2,130.16
8360.2,116.38
8526.0,114.26
8514.6,115.33
8790.9,115.08
8613.4,118.61
8695.9,112.57
8197.6,113.05
8565.8,119.72
8590.9,117.66
7353.7,125.48
7521.7,127.95
7581.6,128.94
8533.4,118.61
8179.8,117.4
8142.2,120.44
8495.9,118.43
8034.7,114.85
8333.8,116.83
8185.5,118.99
8308.1,120.9
7929.9,118.29
10000.0,1043.7
9800.2,1046.9
9953.5,1105.4
14417.0,733.88
14672.0,723.56
14451.0,727.19
15415.0,689.6
15885.0,668.82
15807.0,675.76
17746.0,622.82
16416.0,660.07
16418.0,679.93
8161.5,1277.9
8632.8,1236.8
8406.1,1311.4
16152.0,725.45
15989.0,697.72
16704.0,618.57
18532.0,576.86
17970.0,667.47
18603.0,539.19
19936.0,587.15
20579.0,505.82
20237.0,495.61
10062.0,1006.6
10194.0,1017.5
9436.2,1070.7
15921.0,672.56
16430.0,634.55
15047.0,657.49
17219.0,622.16
16753.0,643.52
16500.0,617.14
15225.0,655.6
16945.0,599.38
15563.0,646.54
10425.0,1027.3
9852.4,984.73
10081.0,1091.0
17097.0,649.36
16474.0,668.17
17428.0,639.89
17677.0,576.14
18497.0,565.29
18240.0,633.45
18424.0,537.7
18505.0,550.61
18311.0,506.64
9830.8,1011.2
10398.0,1095.2
10301.0,1152.4
14464.0,735.82
14476.0,678.35
15063.0,755.28
15908.0,646.97
16180.0,664.95
15142.0,688.25
16644.0,621.36
16138.0,703.09
16928.0,608.04
9335.1,1171.9
9296.2,1192.6
8888.2,1249.7
15548.0,740.25
17036.0,671.88
16903.0,693.1
18478.0,623.41
18690.0,562.76
18021.0,593.68
20572.0,518.32
21211.0,506.8
21434.0,532.47
10216.0,1011.7
9421.1,1005.4
10212.0,1138.5
15377.0,655.39
16337.0,664.83
16473.0,677.76
15742.0,658.42
17085.0,612.44
16986.0,626.28
17593.0,596.66
17478.0,557.7
17502.0,601.38
9857.3,1076.0
10057.0,982.76
10030.0,1072.3
16541.0,674.03
16818.0,614.57
17018.0,658.04
17569.0,567.78
17471.0,662.01
18641.0,495.29
19350.0,503.75
19763.0,525.11
18625.0,516.54
10089.0,1129.7
10260.0,987.96
10009.0,994.83
15091.0,693.63
14681.0,692.87
15341.0,772.29
16690.0,645.79
16369.0,648.21
16574.0,690.01
16807.0,598.67
16873.0,651.44
18072.0,599.35
9241.5,1146.3
8807.8,1168.6
8767.5,1155.7
16523.0,751.47
16098.0,757.18
17085.0,670.02
18289.0,544.72
17805.0,646.41
18836.0,573.42
21050.0,502.86
21237.0,469.32
20797.0,561.37
10335.0,989.83
10207.0,1120.8
10743.0,972.15
16946.0,625.5
16392.0,654.63
16199.0,627.11
16698.0,602.18
17352.0,614.02
16839.0,593.98
17964.0,565.14
17802.0,588.66
17458.0,591.41
10349.0,982.66
10269.0,997.47
10424.0,1064.9
17120.0,650.79
17836.0,585.96
16839.0,600.89
17166.0,550.8
18384.0,579.64
17725.0,522.26
19065.0,555.14
19330.0,554.26
19399.0,553.41
9782.5,1102.0
10805.0,988.72
10501.0,1074.9
15829.0,647.77
15844.0,669.19
16117.0,703.65
17078.0,679.14
16906.0,613.48
17608.0,617.39
17225.0,612.78
17269.0,601.23
18651.0,555.35
9389.5,1109.1
9850.3,1090.1
9648.0,1049.0
17376.0,636.19
16810.0,735.57
16930.0,707.1
18710.0,568.79
18515.0,591.05
19163.0,584.09
20045.0,574.9
21364.0,494.87
20505.0,545.25
10148.0,1024.5
10286.0,996.58
10045.0,1048.1
17302.0,620.6
16175.0,665.13
17330.0,661.16
16842.0,596.15
16758.0,614.8
17803.0,586.16
17780.0,572.63
17978.0,613.16
17959.0,556.88
10472.0,986.55
10510.0,1038.0
10915.0,1001.9
17570.0,640.85
17546.0,646.56
17488.0,577.01
18788.0,571.35
18291.0,539.18
17697.0,521.59
19471.0,576.58
19966.0,487.25
19672.0,509.83
10096.0,1039.4
10450.0,1072.2
10460.0,953.41
15929.0,666.6
15714.0,654.24
15684.0,704.63
15791.0,681.77
17064.0,611.22
15491.0,705.55
17145.0,601.56
16292.0,583.63
16825.0,624.3
9670.4,1099.6
9707.6,1130.1
9313.5,1111.3
16328.0,671.29
16068.0,666.26
16109.0,712.08
18061.0,603.18
18427.0,562.36
18028.0,589.08
20496.0,527.55
20259.0,530.12
20479.0,496.04
10612.0,943.22
10447.0,1040.9
11045.0,905.19
15950.0,622.96
14042.0,661.72
15274.0,619.64
16137.0,582.32
15755.0,593.15
16661.0,575.91
14301.0,621.46
16519.0,590.85
16456.0,581.89
9963.5,934.54
10341.0,950.42
10333.0,937.36
15668.0,629.59
16949.0,608.73
16507.0,618.66
17024.0,595.7
17353.0,604.36
16209.0,524.38
17606.0,481.6
16969.0,506.55
17373.0,548.48
4631.6,19747.0
4468.2,19553.0
4803.6,19739.0
22472.0,5856.1
19002.0,5642.2
20448.0,6237.6
24775.0,5008.1
23148.0,4993.6
21412.0,5223.5
27850.0,4862.0
22580.0,7899.1
24060.0,6112.7
4192.2,24847.0
3972.4,24971.0
4170.9,24836.0
10592.0,10031.0
9995.2,10803.0
12011.0,11463.0
29862.0,4050.5
26911.0,3708.0
24230.0,4887.5
24384.0,6635.5
26472.0,3682.6
33971.0,5435.4
4592.7,17309.0
4450.7,17216.0
4657.4,17029.0
15173.0,5623.9
15469.0,6438.3
15749.0,5655.3
17079.0,5766.1
14258.0,6449.8
17102.0,5884.8
16030.0,5433.5
15671.0,5539.5
18988.0,4942.6
4787.2,15858.0
4629.2,15578.0
4693.5,15657.0
25052.0,4164.3
23375.0,4411.7
20454.0,4471.8
26162.0,3693.2
27296.0,3178.4
29459.0,3223.9
28005.0,3364.2
25437.0,3766.1
29458.0,3217.9
4653.4,20451.0
4709.9,21263.0
4485.5,20379.0
19486.0,6119.1
19317.0,6786.4
20645.0,6232.7
20430.0,6802.9
22681.0,5669.4
23749.0,5784.0
23914.0,5184.9
23129.0,5102.5
23922.0,5618.9
4225.9,24713.0
4063.8,25828.0
4170.6,23676.0
12250.0,9212.4
11641.0,9773.1
10133.0,10884.0
25254.0,5677.1
26036.0,5115.1
28764.0,3834.0
27035.0,5257.6
32175.0,4220.0
28688.0,6924.2
4590.1,17336.0
4633.6,17058.0
4829.5,16291.0
17418.0,5680.3
18572.0,5270.0
15275.0,5804.5
15816.0,5350.4
15552.0,5860.4
15696.0,6067.6
16140.0,5648.8
15246.0,6215.9
16602.0,5420.4
4227.9,14943.0
4650.4,15524.0
4308.2,21255.0
22805.0,4338.0
25056.0,3622.2
25933.0,4129.4
26797.0,3672.4
27172.0,3530.9
28176.0,3257.9
24470.0,3584.8
23618.0,4340.8
24830.0,3536.9
4502.5,23852.0
4683.6,19620.0
4233.3,22289.0
20730.0,5949.1
21339.0,7300.0
19661.0,5035.3
24172.0,4794.0
21790.0,5131.8
23780.0,6111.8
21928.0,6781.8
24820.0,4775.4
22749.0,6080.4
4284.8,23264.0
3983.3,24345.0
3895.5,26230.0
9615.9,12779.0
11380.0,8880.4
12837.0,8636.0
30370.0,5047.4
25639.0,3444.5
28424.0,3937.3
26900.0,5601.9
29550.0,2741.5
32007.0,2827.5
4568.8,16640.0
4752.2,16551.0
4747.8,16817.0
17405.0,5584.1
16163.0,5726.2
17252.0,5314.0
17258.0,5589.1
17580.0,5417.1
16441.0,6182.3
19305.0,5022.5
16795.0,4769.2
18608.0,5013.2
4687.3,14997.0
4696.6,15130.0
4924.7,14717.0
21813.0,4382.1
26180.0,3900.3
24602.0,3838.8
28366.0,3396.2
26820.0,3404.7
27473.0,3390.3
27027.0,3479.9
24198.0,3675.2
26178.0,3510.0
4639.9,19083.0
4676.4,20498.0
4787.6,20394.0
21951.0,5030.1
23453.0,4775.2
22235.0,5242.7
23316.0,4834.8
26956.0,4444.7
23859.0,4919.3
25690.0,4360.7
25865.0,4134.0
24084.0,4686.1
3976.5,25448.0
4123.5,23569.0
4095.2,22830.0
14208.0,8761.9
12155.0,10940.0
14090.0,8707.6
25071.0,4593.9
26578.0,3580.1
22757.0,5417.8
28202.0,5073.8
33784.0,3656.1
30330.0,3231.1
4746.0,16018.0
4852.2,16304.0
4641.1,16436.0
16442.0,5743.0
18371.0,4942.5
18386.0,4887.6
17719.0,4969.2
15193.0,5655.2
16778.0,5063.9
14903.0,6001.4
19200.0,4676.6
17535.0,5667.5
4846.9,15050.0
4990.5,13983.0
4635.1,14703.0
24828.0,4014.8
23124.0,3958.4
24619.0,4037.7
29777.0,3289.8
26511.0,3436.7
27056.0,3343.3
30105.0,3265.8
29012.0,3176.2
25701.0,3638.5
4889.5,19558.0
4751.6,18569.0
4551.6,21035.0
23657.0,5185.3
22903.0,4899.1
23048.0,4845.5
23365.0,5164.0
22731.0,4766.5
23721.0,4824.1
24732.0,4091.9
24956.0,4522.4
24881.0,4629.7
4632.0,21780.0
4503.3,22977.0
4491.2,22250.0
16565.0,6104.1
15264.0,7672.7
15070.0,8090.6
31930.0,2843.5
32110.0,3326.7
28252.0,3136.8
34370.0,2575.0
32480.0,2772.1
33816.0,3448.8
4272.9,21247.0
4613.3,16456.0
4506.0,21005.0
15185.0,5758.4
16340.0,5262.8
17104.0,5054.0
15938.0,5080.3
17633.0,4895.7
14651.0,5789.3
15075.0,6398.1
13414.0,5616.6
16393.0,5484.8
5727.3,12257.0
5497.5,13031.0
5775.5,11095.0
24479.0,3557.7
25881.0,3437.7
23745.0,4154.3
25915.0,3932.5
29652.0,3484.9
26987.0,3079.1
28084.0,3362.6
25501.0,3805.5
26571.0,3600.4
5770.8,5.4148
6108.5,7.2331
6002.3,7.71
5813.7,4.9987
6061.0,5.1038
6124.2,5.0414
5860.8,5.2636
5863.8,5.4057
5926.8,5.2244
5677.1,5.309
5479.2,5.5404
5576.8,5.4039
6340.8,4.9199
6618.6,4.7191
5819.4,4.8937
6488.7,4.8038
6571.9,4.8682
6470.9,4.7764
6285.4,4.9516
6341.5,4.9414
6373.7,4.9821
6114.4,4.9748
5997.6,5.0148
5948.4,4.9641
7487.1,4.2071
7720.8,4.1567
7492.5,4.3038
7379.9,4.1551
7452.7,4.0717
6965.5,4.2692
6417.5,4.5288
6769.9,4.4154
7035.8,4.5469
6328.6,4.4697
6489.2,4.4846
6714.8,4.4296
7297.4,4.2617
7529.9,4.3301
7163.1,5.6832
6977.6,4.3121
7277.2,4.1577
6838.8,4.3409
6775.0,4.4675
6734.8,4.6191
6383.2,4.4677
6425.1,4.5494
6748.4,4.4242
6566.4,4.674
5380.0,5.5565
5634.7,5.6191
5481.5,5.7238
5554.5,5.5897
5484.5,5.6365
5454.2,5.669
5060.2,5.5673
5565.8,5.6468
5421.3,5.6573
