Throughput+,Latency-
10860.0,262.77
10237.0,281.06
10814.0,276.04
9351.5,272.45
10304.0,273.89
10433.0,281.2
10067.0,270.49
9887.3,298.91
9282.2,290.41
10334.0,276.15
10001.0,290.76
10244.0,276.14
9664.4,274.13
10229.0,275.8
11015.0,270.75
9545.9,311.93
10073.0,270.19
10178.0,279.78
10265.0,274.53
10509.0,269.52
9921.8,273.4
10153.0,270.8
9715.1,269.13
9988.7,275.29
10736.0,265.88
9449.5,285.11
9311.9,287.58
9468.6,291.64
9941.1,285.15
9593.7,281.05
9528.7,273.77
9906.6,277.4
10502.0,281.16
10314.0,272.22
10328.0,266.62
10370.0,292.02
11141.0,263.75
10500.0,263.62
9752.6,274.27
9764.6,264.43
10336.0,264.47
10036.0,269.82
10446.0,287.98
9383.1,288.03
10063.0,273.64
9845.1,281.18
10483.0,277.88
10078.0,282.11
9782.0,266.13
9868.1,273.86
10072.0,270.19
10375.0,271.97
10101.0,276.16
10567.0,264.44
9911.9,265.87
10705.0,250.48
9800.6,267.29
10230.0,282.65
10985.0,266.44
6042.6,491.43
7134.5,420.23
7066.9,379.96
7133.0,398.76
6994.6,368.25
8105.7,360.0
7531.6,379.98
6885.3,401.21
8392.1,359.25
7082.4,358.95
7784.1,361.09
7331.9,374.83
6705.7,365.42
7541.8,381.84
6770.2,375.0
7556.9,378.26
6804.8,398.52
7577.2,365.52
8315.9,326.32
9305.9,312.83
9098.4,320.83
8648.7,340.62
9060.7,316.45
9099.8,321.72
8996.0,320.99
9001.6,321.19
8925.2,304.48
9046.5,297.76
9529.2,304.17
8603.6,290.21
8711.9,294.95
8941.0,317.36
9008.5,300.97
8445.6,305.8
9101.8,307.79
9043.4,301.8
10409.0,266.53
10225.0,290.66
9990.1,285.37
9734.9,282.96
9330.1,286.02
9579.1,287.89
9921.8,276.13
9659.7,298.43
9572.1,285.39
9678.2,264.56
10007.0,283.96
9665.7,260.23
10726.0,288.43
10185.0,280.18
10087.0,263.82
9799.2,266.97
10085.0,261.22
10769.0,269.77
10634.0,269.51
9358.3,291.39
9327.9,289.04
9048.4,294.54
9931.0,280.83
9809.7,283.1
9655.9,272.32
10016.0,283.24
9727.4,288.34
10386.0,268.85
10263.0,275.95
9486.6,270.0
10353.0,267.47
10158.0,264.51
11082.0,270.43
10362.0,268.54
10314.0,269.98
10870.0,262.58
10152.0,272.69
10393.0,260.96
9750.4,269.54
9812.0,285.93
9684.0,276.93
10239.0,269.4
9518.4,276.95
9787.7,275.2
10559.0,274.95
10495.0,263.89
9423.3,273.22
10370.0,264.86
9921.9,286.77
10109.0,275.3
10726.0,260.28
10465.0,264.47
9799.4,258.79
10555.0,262.33
10912.0,259.35
10294.0,258.52
9602.0,278.48
10432.0,282.29
9021.4,282.39
9885.4,267.04
9895.4,284.22
9541.1,265.4
10024.0,281.35
9522.7,274.57
10021.0,274.85
9643.9,267.55
10919.0,265.52
10301.0,283.18
10522.0,255.39
10578.0,256.17
10359.0,258.59
10450.0,271.08
5659.5,462.02
7588.3,388.28
6588.1,391.5
7400.8,392.03
7387.5,377.45
7195.4,378.7
7383.9,404.74
7815.3,369.17
6948.2,356.86
7914.4,368.74
7142.8,378.85
7656.1,370.96
7432.4,369.06
7206.7,356.11
7174.3,379.58
7213.8,370.17
8300.2,333.71
7305.1,368.99
8814.8,340.19
9261.6,315.44
9095.6,309.95
8226.0,325.08
8701.9,302.32
8920.0,314.2
8870.4,319.86
9062.3,316.7
8674.2,299.28
9213.2,304.36
9787.6,293.03
9053.5,311.32
9221.4,307.37
8572.5,320.8
9460.9,302.46
9657.4,304.72
9043.1,295.44
8951.6,300.71
10095.0,257.81
10071.0,290.73
10368.0,278.21
9254.0,290.38
10392.0,277.76
10230.0,302.15
9797.2,285.06
9549.2,264.45
9902.0,287.6
10151.0,270.33
10477.0,270.74
9497.1,270.4
10126.0,276.57
10152.0,264.18
10333.0,269.23
10000.0,272.82
9847.1,268.98
10791.0,272.99
10286.0,271.17
9827.6,286.89
10177.0,268.72
9236.4,292.15
10280.0,285.3
9262.8,280.73
10278.0,278.24
9790.1,278.59
10223.0,290.97
10039.0,280.77
9605.0,269.76
9403.1,268.97
9980.2,272.06
9953.6,271.77
10131.0,259.3
10732.0,269.86
10474.0,269.02
10155.0,262.54
10354.0,281.03
10301.0,287.26
10583.0,277.64
8609.1,293.16
10181.0,268.24
9470.7,293.76
9601.2,281.77
10373.0,261.83
10329.0,272.18
11107.0,271.51
10420.0,276.03
10058.0,262.32
10187.0,271.87
10518.0,272.1
11042.0,268.85
10253.0,259.36
10778.0,275.23
10697.0,270.99
10871.0,247.45
10407.0,266.78
9664.1,273.34
10010.0,279.26
9103.5,274.94
10674.0,268.18
9926.3,276.04
10438.0,276.92
9617.6,270.86
10710.0,263.78
10315.0,276.84
9848.3,261.07
10608.0,267.03
10710.0,264.8
10453.0,261.87
10295.0,262.99
10620.0,249.67
10455.0,259.32
6272.1,441.2
7091.5,381.95
7380.9,404.3
6836.2,420.68
7468.7,379.91
7942.3,355.8
7437.4,354.5
7887.1,365.52
7914.9,359.68
7851.8,358.11
6988.2,379.96
7766.3,362.41
6828.5,397.46
7466.6,402.41
7959.8,360.94
7109.5,384.78
7514.3,370.34
7088.4,385.79
8603.9,319.57
8916.8,309.59
9373.9,317.21
7633.1,328.1
8801.1,328.53
9051.0,304.56
9123.6,309.76
8975.4,301.11
9351.5,296.93
8966.0,299.66
9060.4,313.2
9173.6,311.36
8841.9,287.08
8740.4,305.11
9057.3,298.46
8414.4,317.27
9882.4,285.71
9609.3,297.17
10617.0,275.71
10077.0,274.63
10201.0,284.11
10236.0,278.51
10071.0,286.71
9447.9,280.4
9239.7,292.4
10253.0,281.64
9320.8,283.37
9514.0,265.12
9387.1,274.04
10785.0,268.8
10004.0,276.68
9968.8,275.51
10318.0,270.7
9996.8,269.82
10522.0,271.16
10428.0,272.6
11014.0,271.8
10623.0,255.26
10163.0,287.72
9697.3,287.73
10715.0,281.0
10132.0,278.23
8830.8,275.77
10293.0,278.58
10068.0,287.0
10012.0,268.47
10364.0,275.18
10280.0,265.28
10409.0,269.51
10038.0,258.82
10732.0,261.57
10842.0,260.63
10386.0,262.97
10493.0,264.68
11930.0,250.78
10317.0,270.05
10165.0,289.44
11018.0,264.45
9700.1,281.69
9465.1,269.73
10504.0,268.57
10519.0,273.92
9010.1,275.18
11213.0,264.16
10332.0,272.71
10603.0,254.21
10832.0,269.75
10197.0,269.41
10726.0,272.57
10628.0,261.41
10795.0,252.32
10699.0,262.07
10766.0,271.47
10499.0,259.05
10128.0,277.92
9440.5,273.91
10344.0,270.09
9925.5,278.07
9995.5,266.29
9466.6,288.22
10062.0,274.08
9980.1,280.48
10553.0,266.04
9367.9,270.21
10116.0,273.84
11086.0,258.97
10559.0,265.15
11048.0,260.3
10154.0,255.25
9729.5,279.51
5784.8,460.76
7176.1,389.89
7492.3,359.44
6906.8,377.32
7287.7,387.19
7543.1,372.84
7319.7,377.65
7328.4,388.29
7323.3,367.29
8058.6,359.01
6925.4,388.94
8269.2,361.8
7614.8,371.37
7442.8,389.19
7535.8,369.36
7566.4,387.85
7839.6,352.52
7085.6,381.8
8681.1,330.98
9638.7,304.03
8978.5,312.05
8140.9,337.47
9654.9,306.42
9039.7,320.59
8932.6,322.17
8832.7,310.97
9016.8,304.82
9937.1,303.08
9501.3,313.36
8913.2,299.89
8194.6,305.47
8594.2,290.5
9447.6,294.77
9377.3,301.93
9418.9,315.27
9296.2,295.66
11224.0,264.8
11026.0,269.94
10166.0,288.43
9649.2,287.42
10323.0,275.09
9923.7,274.52
10089.0,278.01
10216.0,275.95
9947.6,280.95
10389.0,273.26
10323.0,282.02
10711.0,266.89
10152.0,272.13
10513.0,260.05
10818.0,261.05
10230.0,271.32
10676.0,266.35
10569.0,258.36
11047.0,263.03
10849.0,266.83
10439.0,279.17
9764.6,298.01
10070.0,271.39
9936.2,272.42
9620.9,273.41
10342.0,271.63
9934.4,284.33
10133.0,281.26
10336.0,262.61
10919.0,252.03
10824.0,257.2
10318.0,269.71
11065.0,255.62
10539.0,266.67
9294.5,260.29
9766.9,283.75
10897.0,273.75
10092.0,271.26
9955.9,274.99
10440.0,268.48
10303.0,281.52
10328.0,281.72
9578.3,272.39
10018.0,262.39
10652.0,272.84
9881.7,275.11
10056.0,267.52
9667.7,277.47
10392.0,266.21
10222.0,265.37
10797.0,254.69
10949.0,260.32
10582.0,263.96
10124.0,259.26
10298.0,263.88
10059.0,268.11
10177.0,281.25
10099.0,265.62
10432.0,275.59
10444.0,274.18
10022.0,267.57
10237.0,271.64
10324.0,272.49
10840.0,264.19
10183.0,267.11
10517.0,264.54
10534.0,258.31
10196.0,267.58
10434.0,263.27
10634.0,269.44
10291.0,263.74
10875.0,260.56
5802.6,491.1
7237.9,392.05
7360.1,370.6
6970.3,399.57
7321.4,401.5
7535.2,355.87
6914.6,395.43
7757.4,382.54
6918.8,391.63
7238.5,379.95
7159.9,381.37
7546.2,379.7
7185.4,361.48
7651.6,381.9
6537.6,404.63
6424.4,476.81
6404.4,437.42
6575.9,457.98
7466.9,399.89
7917.9,358.82
6712.4,387.2
7055.4,371.5
7308.8,385.66
7239.7,380.35
7301.5,376.61
7328.9,383.54
7558.7,354.59
7900.2,375.98
7259.2,403.07
7714.9,369.84
7864.1,361.65
7685.8,384.37
7655.1,346.78
8179.5,345.89
7380.9,360.63
6676.6,371.67
8606.1,341.39
8739.0,328.06
8421.8,355.1
7686.2,336.91
8524.8,342.88
8394.2,336.58
8550.3,329.8
8822.1,316.95
8446.0,325.83
8686.7,327.22
8658.1,327.69
8668.9,329.98
8846.9,317.33
9140.8,306.21
8978.0,327.91
8907.2,327.48
8330.1,331.15
8880.5,307.45
8952.6,318.18
9058.4,305.6
8305.5,346.67
8237.3,341.81
8693.4,334.48
8539.2,331.84
8412.0,339.26
8417.2,336.47
8255.1,335.19
8648.2,339.83
8511.6,322.46
8264.4,310.59
8379.3,337.84
9014.0,294.81
8892.3,326.32
8493.2,317.87
8703.1,335.14
8951.1,325.02
7917.9,372.18
7644.9,360.56
6945.4,419.95
7337.5,370.5
7146.7,369.35
7038.3,382.85
7175.6,371.9
6793.2,401.13
7303.7,416.07
7253.0,399.98
7278.1,375.23
6504.3,410.13
7557.9,368.45
7571.9,369.69
7464.5,410.51
6954.4,380.6
7779.9,360.89
7369.9,404.48
7654.6,399.98
8084.9,355.87
7332.6,377.44
6866.2,400.62
7052.4,404.31
6844.9,373.89
7074.5,372.65
6771.6,374.47
7049.3,374.65
7393.8,370.1
7839.4,363.71
7105.9,385.29
7424.6,382.68
7123.8,374.54
7479.9,359.26
7196.6,363.6
7477.1,353.32
7381.9,374.69
4033.5,740.36
4713.8,554.09
5185.6,568.33
4869.4,608.24
4909.4,540.91
5280.0,543.01
5328.5,535.6
4510.1,573.08
5519.8,526.39
5166.9,556.34
5199.8,529.58
4984.4,525.78
5159.6,544.42
4845.1,589.89
5300.6,534.23
5113.7,539.64
5381.0,484.75
5189.2,528.02
6162.9,477.91
6703.9,417.29
6199.5,426.86
6041.8,454.06
6789.8,450.49
6462.3,417.35
6061.5,445.12
6527.8,420.59
6622.0,430.83
6736.2,422.44
6400.1,439.61
5951.2,462.44
6668.3,398.52
6221.1,443.31
6614.9,426.95
7035.7,416.42
5878.1,413.09
6586.3,442.44
7941.5,362.41
7493.8,364.9
7144.3,391.67
6978.1,375.94
6401.2,410.05
7241.0,403.35
7203.6,388.83
6950.6,390.34
6226.2,407.85
7443.5,365.17
7738.0,384.06
7332.1,392.83
6840.8,400.13
7201.4,368.14
7242.8,382.54
7723.5,355.22
7483.1,386.8
7558.6,356.16
8000.2,362.46
7882.6,357.75
7537.2,371.52
7454.4,382.23
7223.4,378.73
6897.5,395.36
6961.9,378.13
7723.8,403.1
6805.5,392.38
7578.6,355.99
8053.9,360.69
7065.2,381.96
7265.4,378.77
7224.8,366.85
7678.7,378.03
7772.4,364.01
7312.8,373.47
7364.8,382.98
7754.1,357.96
7263.9,397.46
7152.4,388.87
6805.9,376.7
6666.4,394.88
7244.8,372.92
6924.6,404.84
7683.4,365.33
7114.4,366.69
6487.8,388.55
7537.5,365.83
7145.5,382.37
6671.2,368.78
7365.6,376.65
7139.4,388.28
7721.1,382.14
7040.1,350.82
7452.1,372.21
7949.4,366.1
7525.2,386.96
7708.8,375.6
7361.6,366.91
7278.6,389.1
6528.8,392.25
7461.2,369.64
7682.1,359.28
6796.7,407.4
7028.4,392.88
7388.5,372.32
7157.6,384.27
6509.8,413.68
7534.0,361.53
7178.1,394.87
7835.5,365.47
7660.1,364.64
6924.0,471.78
4607.3,637.95
5087.4,562.96
5239.3,538.95
5061.3,548.2
4805.0,589.18
4866.9,537.63
5121.8,513.28
4690.6,508.07
5287.4,538.09
5252.9,549.03
5214.6,571.32
5299.4,525.88
4871.9,573.46
5124.1,556.11
5112.0,544.7
5027.2,529.94
4962.8,538.3
5335.0,530.6
6158.2,457.16
7196.9,407.95
6609.1,417.25
6443.1,454.63
6555.6,438.17
6573.0,421.18
6797.8,410.15
6677.4,403.37
6113.5,452.85
6062.9,451.39
6733.9,415.09
6520.2,387.82
6703.2,390.28
6777.8,416.57
6728.9,417.83
6419.6,417.48
7039.2,404.93
6521.1,445.1
7752.3,367.32
7647.7,395.01
6986.5,391.52
7401.6,385.35
7375.8,390.48
7111.0,432.48
7681.8,382.33
6981.4,397.56
6852.9,396.82
7468.8,390.79
7763.8,360.24
7145.2,388.34
7753.9,413.89
7495.2,371.29
7424.6,395.16
7221.3,385.45
7568.2,383.5
7337.9,367.56
8110.7,337.94
7870.3,346.67
6954.6,381.54
7433.4,389.26
7357.6,395.26
6940.1,383.26
7581.1,381.68
6861.1,368.5
7565.3,368.16
7582.3,375.42
7716.1,362.23
6878.6,377.95
7837.8,379.63
7768.4,355.27
7569.9,358.85
7845.6,356.45
7327.6,387.93
7521.2,371.81
8120.2,391.93
7576.9,375.17
7708.0,362.17
7221.4,381.7
7863.1,358.84
7115.5,389.9
7590.7,356.3
7312.4,376.87
7043.1,382.96
7095.4,354.08
7702.0,369.76
7719.5,359.75
7340.5,378.22
7566.9,367.8
7303.5,378.53
7392.7,367.32
7450.8,375.95
8077.5,355.01
8159.4,346.68
7648.4,361.39
7033.1,400.69
7657.1,366.67
6481.4,377.06
7004.1,405.34
7351.4,369.73
7152.3,357.59
7637.6,384.38
7196.9,374.56
7398.4,365.48
7440.5,359.28
7627.6,387.58
7618.7,374.6
7122.9,391.86
6947.5,361.55
7722.4,357.19
7413.2,385.7
4431.4,585.12
5203.8,546.22
5545.9,519.78
5467.1,518.43
5130.2,540.02
5077.9,522.96
5248.3,534.47
5448.4,501.27
5412.4,511.29
4875.7,547.24
5441.4,550.86
5230.9,524.8
5002.4,560.1
5312.7,557.79
5641.1,550.29
5023.4,519.18
5655.2,495.55
5415.2,582.79
6756.1,456.87
6674.4,439.43
6355.7,466.67
6325.8,438.82
6468.3,426.45
6237.2,446.61
6884.2,404.14
6597.9,414.13
6504.8,395.56
6468.6,425.57
6371.3,401.23
6790.9,415.0
6978.3,410.95
6316.5,427.18
7124.9,405.71
6400.1,435.93
6962.5,410.92
6695.4,448.59
8033.9,359.99
8184.8,361.41
7166.2,376.83
6631.1,386.58
7139.2,391.28
7213.7,380.23
6883.2,374.79
7122.6,375.03
7110.1,424.21
7370.8,359.27
7087.1,350.4
7741.9,370.35
7372.4,357.52
7120.1,369.39
7215.2,364.48
7237.9,360.08
7949.9,374.46
7902.0,369.69
8109.1,360.21
7922.5,353.3
7362.0,375.43
6920.2,412.73
7143.1,413.38
7327.6,375.2
7288.2,370.41
7485.9,376.82
7583.5,361.33
7917.7,376.25
7397.4,364.49
7748.2,355.59
7170.6,368.39
7265.6,372.25
7292.0,375.34
7114.2,402.22
8057.2,353.39
7556.8,368.3
7822.4,359.96
7219.1,372.5
7129.4,409.28
7612.3,385.51
6923.1,390.77
7116.6,376.75
6862.3,393.83
7573.0,365.3
7296.3,385.89
7435.9,380.02
7395.7,350.41
7056.2,387.88
7574.0,369.21
7718.9,373.32
7541.1,374.31
7422.2,371.55
8111.2,353.13
7305.9,367.3
8147.6,366.0
7736.6,348.41
7731.3,381.73
7214.1,382.0
7353.6,394.8
7101.8,375.38
7783.2,371.48
7568.9,360.4
7103.6,346.65
6388.4,382.87
7991.8,365.4
7425.9,391.92
7137.4,351.3
7489.6,375.86
7771.6,358.58
7678.8,382.6
7865.8,345.81
7310.8,384.63
4411.2,639.61
4826.6,596.62
5344.1,550.13
5001.1,549.48
4982.8,568.95
5300.1,522.14
5480.6,520.9
5184.4,568.92
5112.9,511.14
5089.1,528.6
5031.5,577.44
4964.1,583.87
5564.7,537.51
5457.3,550.94
4808.4,551.87
5132.9,547.44
4955.9,540.26
5255.2,522.02
6563.2,460.2
6929.5,425.4
6215.8,444.72
6929.5,442.61
6897.8,444.72
6780.3,434.14
6324.7,457.43
6675.4,421.88
6592.0,441.36
6010.4,453.08
6382.8,446.44
6531.1,414.47
6807.0,429.22
6668.3,445.24
6706.3,439.59
6417.4,420.13
6615.8,439.2
6403.6,440.93
7631.9,375.9
7353.3,414.18
7232.2,391.63
6883.4,372.5
7052.3,397.11
7395.4,389.28
7092.8,388.21
7317.7,384.43
7285.8,406.98
7139.6,386.09
7258.8,387.18
7668.1,390.13
7595.6,381.3
7184.8,379.48
7183.9,379.65
7572.5,383.55
8004.8,367.3
6515.4,376.79
7679.9,366.3
8185.4,347.13
7003.7,388.86
7447.4,388.17
6614.4,380.37
6772.6,450.14
7155.1,380.66
7476.1,375.24
7070.4,417.35
6983.7,393.01
7730.0,378.28
7502.6,377.41
6920.5,370.65
6689.1,383.52
7299.5,390.56
7724.2,377.11
7340.6,367.86
7056.1,367.68
7894.9,362.79
7288.2,355.37
7701.4,377.09
7666.4,393.47
7124.6,406.98
7359.9,376.8
7091.2,370.68
7322.8,382.57
6812.2,397.66
7088.2,374.49
7366.4,387.21
6924.7,389.86
7599.8,366.68
7648.6,358.72
7443.6,362.12
7209.7,368.36
6733.1,372.95
7233.8,371.02
7804.2,374.97
7644.1,380.58
7332.2,389.48
7288.4,377.57
6880.9,381.31
7276.7,412.97
7077.5,370.97
7486.2,373.41
7361.6,385.3
7269.6,381.79
7371.6,378.19
7975.6,365.3
6797.0,377.58
6959.4,383.29
7228.6,368.88
7357.1,372.15
6246.2,358.61
6764.2,393.93
2395.6,1114.4
2630.2,1076.2
2644.7,1057.3
2542.1,1076.5
2288.5,1077.8
2534.9,1126.5
2448.1,1055.2
2473.2,1051.3
2568.9,1089.3
2607.5,1036.6
2383.2,1110.0
2533.2,1096.9
2464.9,1043.1
2625.6,1013.5
2495.1,1024.5
2347.6,1079.6
2517.2,1030.1
2732.4,1010.6
2616.5,989.7
2610.9,1010.0
2705.5,1055.2
2652.8,1051.5
2690.4,1023.9
2691.3,1013.3
2669.3,1001.1
2543.0,958.33
2774.8,1000.9
2492.5,1050.5
2809.2,989.08
2622.9,1031.9
2516.9,984.7
2557.3,975.72
2567.2,981.25
2660.2,1004.8
2617.2,978.96
2446.2,1076.1
2748.4,954.29
2919.6,940.2
2816.9,1156.3
2650.6,982.38
2785.0,988.62
2684.4,1015.6
2802.1,949.04
2449.6,969.69
2607.7,1017.1
2863.1,956.06
2627.9,934.03
2728.8,1001.5
2621.9,954.4
2735.1,962.26
2809.4,976.45
2683.3,933.95
2790.7,982.15
2843.5,953.74
2901.2,928.29
2756.5,1005.3
2658.2,973.04
2759.1,977.67
2639.6,974.52
2519.3,962.56
2656.2,938.07
2589.7,955.41
2591.9,967.06
2859.0,965.63
2742.0,979.43
2834.9,957.35
2788.3,966.15
2822.4,940.57
2877.7,957.99
2753.5,929.35
2779.1,946.0
2755.6,925.8
2733.6,949.02
2816.8,943.22
2681.6,1002.6
2691.2,957.64
2613.3,1013.9
2790.6,967.65
2747.3,982.62
2642.4,951.19
2509.6,928.52
2626.9,946.04
2843.4,950.65
2551.6,962.53
2579.3,965.29
2769.7,923.75
2890.9,982.59
2695.9,929.39
2678.2,921.41
2803.4,910.83
2553.1,965.56
2809.9,958.99
2419.9,989.22
2621.8,955.26
2780.5,959.88
2730.8,934.73
2733.7,965.28
2661.1,923.89
2668.2,949.53
2750.5,942.83
2819.6,901.78
2803.0,920.78
2898.9,928.59
2852.4,886.55
2779.7,893.7
2824.7,923.69
2602.7,913.31
2934.3,924.52
330.25,8695.8
291.94,8497.9
312.44,8763.2
283.12,8773.0
315.0,8215.0
328.19,8206.2
296.29,8830.7
285.25,8886.0
305.19,8840.1
321.44,8566.6
278.67,8888.5
281.88,8560.5
299.25,8308.3
307.06,8445.0
303.75,8943.0
288.62,8788.1
316.38,8375.2
299.62,9021.6
336.62,7924.3
293.31,8393.9
331.82,8335.0
331.94,8668.8
324.75,8424.2
304.88,8415.5
312.44,8459.8
333.06,8486.3
308.13,8751.2
302.25,8287.5
317.0,8391.3
365.81,8057.2
322.88,8480.3
330.19,8581.8
290.47,8631.6
293.33,8777.0
339.0,8348.5
292.62,7856.5
326.0,8171.3
324.5,8509.0
310.12,8731.1
350.25,8333.8
337.31,8605.2
313.25,8632.1
352.12,7776.9
278.81,7750.3
327.88,8574.1
295.12,8210.8
327.24,8321.1
297.06,8108.6
330.44,8416.9
326.25,8304.2
339.12,8505.1
296.35,8400.7
338.88,8268.7
333.19,8345.6
311.06,7569.5
323.75,8080.6
349.38,7842.4
329.38,7653.3
322.75,8663.1
311.59,8561.0
346.31,7983.5
337.19,7751.6
334.19,8482.6
348.88,8133.3
317.88,8190.5
334.06,7449.5
315.12,8303.2
328.25,7699.9
376.06,7556.4
333.94,7605.7
322.44,7527.8
367.2,8182.4
349.94,7465.9
335.94,7684.7
370.94,7864.5
349.5,7478.9
380.38,7246.1
316.76,8054.2
324.56,7662.3
413.38,6945.1
377.25,7459.0
328.25,7576.8
375.0,6689.1
342.62,7583.0
340.44,7793.7
398.2,7745.9
321.4,8110.9
361.44,7394.4
339.62,7540.0
344.44,6687.1
334.44,7419.6
368.47,7717.0
353.38,7717.7
341.0,7724.7
347.31,7462.8
391.69,6962.4
352.4,7190.7
356.75,7131.7
382.75,6717.6
389.75,6681.7
424.53,6667.9
372.44,7386.1
411.06,6658.0
383.38,6956.1
410.0,6714.2
399.65,6168.9
364.69,7246.9
350.56,7649.1
157.67,51412.0
300.0,52823.0
152.83,45392.0
160.4,35614.0
158.0,50406.0
138.86,41549.0
263.75,41003.0
179.5,39938.0
145.67,45679.0
288.0,50313.0
185.0,44398.0
135.67,50734.0
169.83,44884.0
154.4,50049.0
164.33,46303.0
222.75,53482.0
203.2,36592.0
210.6,48762.0
185.8,46488.0
176.2,51651.0
145.5,49162.0
170.67,34681.0
316.33,48978.0
121.5,49172.0
161.0,39383.0
286.67,45018.0
160.0,57645.0
181.8,55522.0
188.0,48245.0
264.0,45772.0
171.8,46373.0
168.4,50017.0
280.67,37033.0
182.2,39764.0
158.33,40490.0
189.0,42380.0
175.83,48333.0
173.2,53596.0
204.8,37853.0
158.67,35598.0
177.8,46496.0
191.4,37577.0
321.67,49818.0
196.5,37933.0
169.83,37314.0
159.33,48004.0
171.17,36986.0
129.67,52729.0
166.5,38699.0
216.8,33521.0
316.67,35113.0
145.67,45113.0
179.0,45269.0
153.17,32438.0
184.0,48167.0
226.75,36140.0
141.67,41452.0
233.6,34395.0
275.0,41784.0
236.75,32734.0
233.0,44002.0
158.83,34269.0
205.0,31300.0
161.17,33725.0
173.6,38099.0
253.5,26514.0
172.33,46562.0
419.33,33629.0
264.5,31088.0
168.4,36534.0
235.5,36860.0
172.8,35972.0
187.5,45329.0
135.33,47114.0
275.0,46442.0
183.33,38042.0
257.0,37230.0
154.17,30327.0
173.8,29293.0
200.8,37068.0
354.5,28380.0
249.75,33951.0
204.5,44707.0
175.5,35839.0
389.67,36913.0
190.5,28935.0
278.25,47211.0
190.6,32731.0
153.8,46575.0
268.0,49069.0
216.8,45000.0
196.0,32416.0
160.67,34008.0
254.5,27760.0
361.75,42481.0
423.0,32849.0
343.0,37451.0
160.33,34180.0
207.4,34379.0
193.5,38324.0
402.67,38815.0
214.67,28241.0
328.25,30370.0
219.0,36709.0
172.4,35839.0
223.17,28919.0
186.83,29035.0
167.86,34860.0
