alpha,ccp_alpha,criterion,init,learning_rate,loss,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_iter_no_change,subsample,tol,warm_start,validation_fraction
0.5375694352767292,0.011736822360417582,squared_error,zero,0.5189914554756152,huber,2.0,sqrt,None,0.18154114819931755,0.6552713240902697,0.571207526364243,0.17804836294892312,414,9.0,0.6067748193568872,0.0002872267917359945,True,0.10268069014778333
None,0.00975619601617476,squared_error,None,0.10646514944817265,absolute_error,1.0,0.40398573262688997,None,0.26225569478512734,0.41998643016267184,0.9823962382916978,0.05601945108402617,371,17.0,0.9704704332753689,0.0009155071258939803,False,0.8172549988783306
0.49125803047952565,0.014457921932435515,squared_error,None,0.8631487250038643,huber,2.0,0.16668166752737626,None,0.38474646659596845,0.19685670480896586,0.3243555571678394,0.2127182193082084,274,16.0,0.24340973241508024,0.00016483682473920355,True,0.611009422399191
0.08820288941008576,0.01012207912718694,friedman_mse,zero,0.38577063059141714,huber,1.0,log2,31.0,0.22713398610954982,0.5580545148202151,0.5493730579090883,0.10086523116511792,217,18.0,0.08886811124265681,0.00018882477344202037,False,0.0037081885149153407
None,0.009431523771003168,friedman_mse,None,0.4196419198515943,squared_error,5.0,log2,23.0,0.4825134553332563,0.13417292626205918,0.7311366077284406,0.4691702284105189,125,None,0.0674962673667775,0.0007911206492900591,True,None
0.7817329672696635,0.01655881774354984,friedman_mse,zero,0.9604445571034187,huber,5.0,sqrt,None,0.11784587303249988,0.6431248051564571,0.9079582643320534,0.1580982911482473,91,None,0.6839820634171324,0.0005019486012990392,True,None
None,0.006027557483282842,friedman_mse,None,0.604264468110975,squared_error,1.0,sqrt,None,0.1919456106866057,0.5530093082528746,0.9065656388535824,0.31211899795699605,484,6.0,0.9408321236134751,0.0006777080530714179,True,0.335570709042429
0.16756402923338978,0.017572582307468766,friedman_mse,zero,0.8907530933668545,huber,4.0,sqrt,27.0,0.37620156001941135,0.7162734807822155,0.7787933671117003,0.07156399277423481,245,11.0,0.7150640822236142,0.0005439814871308627,True,0.7548806565682564
0.8214360473673409,0.0022126347391041444,squared_error,None,0.1539863947983789,quantile,5.0,sqrt,None,0.11462569761632074,0.7315303158246732,0.7203165000095283,0.32057381644264865,292,8.0,0.5437244433475962,0.0003017990589069528,False,0.3463502975104155
None,0.006850485143570868,squared_error,zero,0.5093162349045794,absolute_error,None,0.12163519744012567,32.0,0.45592620442148235,0.14897707794891882,0.10169380841287061,0.1280077659268311,153,8.0,0.5939629052588216,0.0001522126642251996,False,0.9188317717384857
None,0.014144772686267973,squared_error,None,0.6925460322001757,absolute_error,1.0,log2,None,0.3682221178123614,0.9434326477542458,0.9256429443938695,0.22541968570206605,351,None,0.9858411989623346,0.0008888980864459341,False,None
0.332814266242284,0.006228885280912824,friedman_mse,zero,0.7304732725531105,huber,1.0,sqrt,None,0.10278990418781875,0.7970020988257779,0.6041178101984088,0.057133650027843874,293,None,0.864518140612957,0.0009729602317984848,False,None
0.7377637468616386,0.009044358817796144,friedman_mse,None,0.5439274193592321,huber,None,sqrt,None,0.08275665871398691,0.043845281086348394,0.31216169796162463,0.39024785377304383,199,11.0,0.014094456588333637,0.0007135373720167106,True,0.17885793090288168
0.45952999902899605,0.011146107377800958,squared_error,zero,0.6430836627203903,quantile,1.0,0.42414907454085415,None,0.15496846313430546,0.40692079734214026,0.42736211643141264,0.3998910110371347,367,12.0,0.46923182844137934,0.0006749759870510523,True,0.3783482214927291
None,0.0013141727885670473,squared_error,None,0.5449466016976331,absolute_error,None,sqrt,34.0,0.2485059744106245,0.7745909247851744,0.1038784978519842,0.1671814056552411,104,None,0.7542462207474508,0.00032230185472029946,True,None
None,0.0005077271132068972,squared_error,zero,0.860166674616877,squared_error,1.0,sqrt,None,0.12694428202165214,0.20591698659375937,0.5060023712269277,0.2975244898502103,298,None,0.5704435177635003,0.000937460482513503,True,None
0.10034195136658582,0.004863443819989082,squared_error,zero,1.0278357617275427,huber,4.0,sqrt,21.0,0.10249214770791049,0.30285458253075226,0.8964394827025987,0.006500961755368018,312,None,0.20888625514602732,7.653220387381971e-05,True,None
0.643282638050639,0.01407892270277019,friedman_mse,None,0.7507135252519013,huber,2.0,0.8533852057536636,23.0,0.18152960609754526,0.044193882709708594,0.8308238520586845,0.1725960724406378,305,17.0,0.36375789466594544,0.0009110680199747217,True,0.22029101455587774
None,0.002802263515329051,squared_error,zero,0.5859174378994163,absolute_error,1.0,log2,None,0.2562288279409608,0.7509452572844368,0.6991470073077435,0.20127502179849027,250,11.0,0.6460541677693294,0.00047170393455328184,False,0.13314393491420506
None,0.005446146530387379,friedman_mse,zero,1.0981585678725987,squared_error,2.0,sqrt,47.0,0.033587699957855044,0.4148428399396611,0.4979674290859107,0.3601012908161479,166,10.0,0.141018538660449,0.00031368380263461647,False,0.2672318949775113
None,0.012010337208673068,friedman_mse,None,0.2114455343481395,squared_error,1.0,log2,None,0.19156926412474873,0.5283987875775548,0.047919000808279995,0.0831416843780397,412,None,0.08379866792512647,0.0006531521094663883,False,None
0.8372419117123263,0.00874386792714487,squared_error,None,0.8668394333462868,quantile,3.0,log2,11.0,0.19832468652602714,0.9631328496030934,0.1358662761437857,0.24187747096620638,299,10.0,0.5408427789081934,0.00021201387789158461,False,0.8416881306497334
None,0.011936856978337785,squared_error,None,0.9260946444949862,squared_error,1.0,sqrt,13.0,0.3640943781018017,0.5049958248899923,0.6887139940313083,0.2174136693018731,88,None,0.8201023176741997,0.0008494158789689793,True,None
None,0.0020618749202748975,friedman_mse,zero,0.9699163021801134,squared_error,5.0,sqrt,3.0,0.3452801162228203,0.5307793667461559,0.08761850665032142,0.4790853965019652,388,19.0,0.6399493853342618,0.0008090358455388499,True,0.7243792259438655
None,0.004993360177183719,friedman_mse,zero,0.2664513301835227,absolute_error,1.0,sqrt,12.0,0.01971340568425295,0.7148695973431728,0.9253230690982501,0.09028767256366677,135,19.0,0.31385485650558753,0.00017052257878646444,False,0.7312926477868233
None,0.019421164903307357,friedman_mse,None,0.5700570599889565,absolute_error,4.0,0.9977944345920217,None,0.15955023662162782,0.8380865586765267,0.03797062708077713,0.2981349392410265,157,8.0,0.48206188384408644,0.0009349983565232811,True,0.5307348675022653
None,0.0013071268159788475,friedman_mse,zero,0.6483895508504046,squared_error,None,sqrt,None,0.31294568821850455,0.895091770487951,0.6162473249941223,0.11647973737681688,360,None,0.8710988739009299,7.126941085038714e-05,False,None
None,0.01865179818850506,friedman_mse,None,0.01238252035419769,squared_error,None,sqrt,None,0.018798386603130435,0.4893015455296483,0.5811764500201004,0.13584348553450204,426,11.0,0.09269933511143014,0.0003863704638284221,False,0.5229966724428886
0.23953836862253403,0.0022094822626278934,squared_error,zero,0.34568678998489805,quantile,2.0,log2,None,0.02104659481818094,0.027856060798680395,0.9877346673462956,0.21388656686793117,354,None,0.6806472826930698,0.00026825388786506417,False,None
0.2597236689502119,0.011771084579464908,friedman_mse,zero,1.0620387737578034,quantile,3.0,log2,None,0.49459245490667947,0.7526094700707305,0.06592142307341113,0.20079011821274373,398,None,0.231569195805019,0.0008806425177506247,False,None
None,0.004409724181403507,friedman_mse,zero,0.9365013682801039,absolute_error,5.0,sqrt,25.0,0.48455131507040566,0.8929020990784623,0.9278245309120178,0.49745391132321765,110,None,0.39724201890265876,0.0008082384757040913,True,None
None,0.0092676149643124,friedman_mse,zero,0.8984459249106742,squared_error,1.0,log2,None,0.045743418698877436,0.88658340176775,0.2663344425461174,0.06475746064140209,186,None,0.9566514982297534,0.0009121276172654507,True,None
None,0.014704253090469055,squared_error,zero,0.3041789127530621,absolute_error,3.0,sqrt,6.0,0.2479378675393854,0.09096516969174027,0.22096301874786153,0.34162938182979796,130,15.0,0.4961465270139743,0.000530586577326648,True,0.5928153768748581
None,0.013242240202131293,squared_error,None,1.0383914563688181,squared_error,None,0.5956111408990035,20.0,0.32922591732921275,0.8597311473651477,0.8674269067588426,0.3541814883575174,412,None,0.6984714616692836,0.0007301407717603004,True,None
0.19003231824522088,0.017632742655407003,friedman_mse,zero,0.5595640105239803,huber,2.0,log2,25.0,0.16755942712957095,0.7527647480353161,0.1615991361522599,0.4089835120595311,255,None,0.5084677337608362,5.638587171683358e-05,True,None
0.32710714292678966,0.01119688624617659,squared_error,None,0.45303443438415847,quantile,5.0,0.3135630574209732,36.0,0.053490319413479204,0.770266874599526,0.5417253120974341,0.4814960019294973,368,11.0,0.6336218931339481,0.0009820281055100174,True,0.10340721826268857
0.17457972183225923,0.015417082170819796,squared_error,None,0.2006531043187268,quantile,None,sqrt,24.0,0.23678694421754426,0.0678625400982395,0.07561972334009616,0.42620732959932384,319,18.0,0.6770522571867544,0.0004959583070103215,True,0.6479260697585056
0.7585049327330936,0.0004917383291760302,friedman_mse,None,0.3893322629794495,huber,3.0,0.24165429448639542,43.0,0.0005147399228166982,0.16877934499347977,0.46907087735181574,0.47215181747891494,148,None,0.855209774461566,0.0005770240962118621,False,None
0.22154884317597162,0.001647620912316854,squared_error,zero,0.7864134571373622,huber,3.0,sqrt,37.0,0.07552894589045012,0.4419024662415593,0.9436723042474313,0.20986365846306115,492,12.0,0.3985943979627943,0.00032421520234867003,False,0.9839936703118684
None,0.01448845345228234,squared_error,None,0.24143097225845517,squared_error,1.0,log2,None,0.23576623005125635,0.5526895729841682,0.1600864925409852,0.1018506246381371,142,None,0.15465803816111268,0.0005036936346052826,False,None
0.626594101309784,0.0026248975536477515,friedman_mse,zero,1.106017417378824,huber,4.0,log2,None,0.24076117575627504,0.12719088077343207,0.1260606064103479,0.3427826436144857,277,None,0.20152472670033672,0.0005415945467414369,True,None
None,0.011805278777712449,squared_error,None,1.1822216888834847,squared_error,5.0,log2,37.0,0.1962467782033424,0.4894588958824064,0.6004205275711845,0.14583128935465162,350,None,0.8611223971892046,0.0008298509888933498,True,None
0.7494124774621818,0.0029184414807029093,squared_error,None,0.6860854022129972,huber,None,log2,24.0,0.351232485272052,0.5690890348034272,0.010761076571764474,0.16323065412199594,51,None,0.08886649914483336,0.0004006269312091808,True,None
None,0.006441894044386707,squared_error,None,0.242030907834753,absolute_error,2.0,0.7198994914137937,25.0,0.020591747639635838,0.6797150728960578,0.9515984243809716,0.062109983364029675,172,7.0,0.5957766373769361,0.000666604581862474,False,0.6133312306907404
None,0.017419382474921714,squared_error,zero,0.9630736996837501,absolute_error,3.0,0.6088540480122843,None,0.33041005914962535,0.5624484511393665,0.5978783867692982,0.39191627670943097,432,None,0.041754106092472765,0.00021399948098949724,True,None
None,0.004942064680202929,friedman_mse,None,1.047140279910642,absolute_error,3.0,0.9381853558950368,23.0,0.16844789588555342,0.1919357977730106,0.7899088086353366,0.32935388775043806,356,15.0,0.5563635509376312,0.0007692017782722639,True,0.22922628658996744
None,0.009865536935675991,squared_error,zero,0.48491363334859816,squared_error,5.0,log2,None,0.10178914017112134,0.8496119538706566,0.1750191432416754,0.48039027574348847,491,None,0.8472452920190493,0.0006787648182059452,True,None
0.9876619141723217,0.0008021838282496497,friedman_mse,None,0.6954104902868721,quantile,2.0,sqrt,3.0,0.24333447071235143,0.8825498148435789,0.9008011621472473,0.2108604634367277,475,None,0.5933503285933622,0.000962363345616691,False,None
0.4663469942132283,0.01671996127562419,friedman_mse,None,0.9322002484425154,quantile,None,0.1273772091643331,36.0,0.11877166246193882,0.980423698947598,0.18179597575678028,0.42719254668478956,90,6.0,0.09839339255355217,0.00045502079908032154,False,0.5933254814319501
None,0.011859017028698548,squared_error,None,0.47029784398211283,squared_error,4.0,log2,None,0.3283683322706461,0.33486487416047017,0.773699652560914,0.06543683035917491,350,None,0.45478954138363925,0.000286050463346464,True,None
None,0.008975551476628062,squared_error,zero,0.17590788189370202,squared_error,4.0,0.5215278337554964,3.0,0.3533886084427229,0.1768748659930489,0.16845159707202934,0.018335713466771486,470,None,0.6648045276218051,0.0005246308757498139,True,None
0.44692227786607297,0.017284323553483378,squared_error,zero,0.6488870074026549,quantile,2.0,log2,13.0,0.06148540426481336,0.24089978151521896,0.05264514040428543,0.32000148341845686,84,17.0,0.1810104374727235,0.0001385555842232414,False,0.10420564816689165
0.04253128619134171,0.0029668640192417775,friedman_mse,zero,1.1591424357232545,huber,None,log2,None,0.3195599689077502,0.8770503762255021,0.4552851157782252,0.2577980142896251,227,None,0.6678642575461043,0.0001896512547563129,False,None
None,0.018796395838536834,squared_error,None,0.19585827359478505,squared_error,1.0,0.21004335227114124,18.0,0.07808192239608697,0.24432673204149385,0.9633834859875786,0.12765326236421592,242,None,0.9796312874005304,0.00042429676713979267,True,None
0.6182293929610126,0.017378099689574364,squared_error,None,0.037464471636204234,quantile,1.0,log2,48.0,0.33825669288862326,0.22545947724531948,0.6592265847624246,0.19693220282707924,118,None,0.10759303030799072,0.0007078453046030361,True,None
None,0.01732877335055291,friedman_mse,zero,0.903913315138687,squared_error,5.0,0.963117717268862,None,0.05455481588287486,0.659861136143924,0.7654256736912289,0.4628374154403559,68,11.0,0.9023756495884443,0.0009278911590413275,False,0.3178785210486332
0.8180163819588466,0.002404181107412169,squared_error,None,0.007910392597745885,huber,1.0,log2,None,0.2817194636742294,0.3900392845285649,0.5489512219298253,0.2982427374927108,273,None,0.44541945275120154,6.466705704626381e-05,True,None
None,0.01238980692019229,squared_error,None,0.4567429362150758,absolute_error,2.0,log2,31.0,0.012821032903217844,0.3509065797985302,0.3808154231670712,0.19941139044845024,342,None,0.5346025467268785,0.0006579050927934447,True,None
0.7471288404196869,0.01430981814198549,friedman_mse,None,0.9878721025804696,huber,5.0,0.026068341990527485,None,0.3273465407156741,0.3896944344282681,0.19795697244630447,0.23959161472179996,324,8.0,0.16733160774314215,0.0006673517574129743,True,0.5235616398572029
0.3079826749613603,0.01606051795665327,friedman_mse,zero,0.37456923898720434,quantile,None,log2,7.0,0.13631200036676688,0.42313555242382617,0.1227642072436106,0.09057467476734016,400,16.0,0.18243834769562695,0.0005751633836670602,True,0.7093372154607103
None,0.003704568930948193,squared_error,zero,0.5104329102356342,absolute_error,None,sqrt,8.0,0.021706266427409582,0.6425182242184283,0.9514519388644503,0.3008059100731656,167,None,0.8852064633484078,0.0002780797719489325,True,None
None,0.007215450382211996,squared_error,zero,0.9249336403020146,squared_error,2.0,0.3259835573534822,None,0.15103025091739752,0.7412261095180489,0.851323086591918,0.3357123347653072,394,13.0,0.767656135200406,0.00019970396795695772,False,0.4245208681003887
None,0.014737474898883643,squared_error,None,0.26108776010893076,squared_error,None,sqrt,None,0.11512308421393497,0.215979978353908,0.6383228325226541,0.1284419238228574,126,None,0.059454614108553905,0.00019177439352710185,False,None
None,0.008086375362085842,squared_error,None,0.8621173187898115,squared_error,3.0,0.11952266135100115,32.0,0.06419714472706262,0.11400553973478217,0.7246144783116124,0.28919345850320455,216,None,0.0804193689889866,0.00013565824959643053,False,None
None,0.007339121584096013,squared_error,None,0.7415869400747761,squared_error,1.0,log2,7.0,0.4001782539111808,0.2434783698285226,0.5404719026899061,0.4400395437807291,99,None,0.5339577865513353,0.00037433375311537564,True,None
0.0532865369107218,0.007569528469717382,squared_error,None,1.1955765888451082,huber,None,log2,12.0,0.04438369705388423,0.9707040702188584,0.6353250855454421,0.3774189099704239,360,7.0,0.4104778530052039,0.00047268911339618956,True,0.8219846374571858
None,0.01329823448974436,squared_error,None,1.113613383375343,squared_error,4.0,0.9955927995196927,43.0,0.010013177962912234,0.7464430447822359,0.7688312049837199,0.12182835803193331,335,None,0.09392914437938993,0.0003070472664320799,True,None
None,0.016521352605050568,squared_error,zero,0.8514936372915717,absolute_error,4.0,sqrt,None,0.13155628495542143,0.3697762710640476,0.0885551040170747,0.4684789115155314,498,None,0.8262861082328968,0.00032970353847147925,True,None
None,0.018387839464288347,friedman_mse,None,1.191589617787975,squared_error,4.0,log2,26.0,0.46529760732195813,0.12625003148759062,0.8176322587827004,0.19031164673829004,265,18.0,0.8690566901074503,0.0008559254001176212,True,0.7902404058707543
0.8189162690701959,0.006450559556928304,friedman_mse,zero,0.1855493796016373,huber,2.0,log2,2.0,0.28652071446542465,0.9417980097357785,0.5755881871461282,0.2396772200689259,338,13.0,0.6073709444333756,0.00018919802461752984,True,0.8983633656654133
None,0.01005132152926885,friedman_mse,zero,0.17664879059469893,squared_error,2.0,sqrt,15.0,0.2530537774233754,0.24231880700701472,0.08088542896494265,0.38836181523584634,177,13.0,0.5952907505617747,0.0009864491738836606,False,0.8762290874054445
0.10655901957748216,0.012816526293804125,friedman_mse,None,0.7445055458773955,quantile,3.0,0.2751062910714922,None,0.28222054533944124,0.20159067313626872,0.21254359531481287,0.24230079350943234,227,None,0.6204977514075877,0.00034735504823683893,False,None
0.14310711931850897,0.002427698788448578,squared_error,zero,0.12225497321277602,quantile,4.0,sqrt,32.0,0.31659481300673203,0.238665710241767,0.23341289302411833,0.11040131489281957,270,17.0,0.6567236725616563,0.0008980158852494015,False,0.7245931522069845
0.8867176110252263,0.008995692976426451,friedman_mse,None,0.4423112210527475,quantile,None,log2,None,0.366807190280701,0.7785355887476985,0.012020233164218568,0.20807699908988075,268,None,0.020192276823056687,0.00030981320874503426,True,None
None,0.01237896386015443,friedman_mse,None,1.002164039145721,squared_error,5.0,sqrt,36.0,0.03230833992204307,0.052590576077745706,0.3720371590824906,0.13292556832715674,444,None,0.5003338349786183,0.00031601927800538077,True,None
